0.984,0.278,0.07,0.0024,0.0933,0.367968888,0.0943
0.0746,0.654,0.749,0,0.663,0.385397545,0.114
0.747,0.46,0.431,0,0.871,0.381804219,0.337
0.711,0.341,0.481,0,0.307,0.498564723,0.0523
0.143,0.608,0.621,0.00096,0.53,0.491595724,0.0552
2.87E-05,0.15,0.777,0.758,0.0778,0.667919197,0.262
8.39E-05,0.204,0.457,0.839,0.0746,0.372785998,0.114
5.39E-06,0.367,0.981,0.0461,0.205,0.678460989,0.0822
0.895,0.367,0.191,1.97E-05,0.274,0.196281832,0.103
0.00248,0.766,0.596,5.50E-05,0.458,0.42945788,0.184
0.202,0.637,0.81,0.000139,0.964,0.626708883,0.269
0.0186,0.363,0.902,0.000114,0.574,0.703778536,0.373
3.15E-05,0.506,0.846,0.812,0.935,0.398124079,0.796
0.00156,0.674,0.659,0.00765,0.697,0.409713068,0.108
0.249,0.764,0.501,2.49E-06,0.702,0.522465473,0.387
0.829,0.579,0.388,7.83E-06,0.902,0.343850485,0.238
0.463,0.539,0.796,0,0.953,0.816830728,0.311
0.00805,0.629,0.699,8.15E-06,0.893,0.487476746,0.158
0.133,0.538,0.896,0,0.738,0.591559996,0.275
9.09E-05,0.602,0.75,0.00148,0.738,0.467818174,0.28
0.657,0.53,0.713,2.54E-05,0.784,0.752816141,0.168
0.666,0.44,0.267,0,0.976,0.761633136,0.333
0.223,0.61,0.83,0,0.584,0.57859117,0.0554
0.0393,0.706,0.566,9.60E-05,0.86,0.399701035,0.0833
6.66E-05,0.323,0.918,0.0258,0.245,0.490318553,0.118
0.000731,0.585,0.888,0.303,0.732,0.497936404,0.0897
0.000986,0.454,0.768,0.000108,0.597,0.61355115,0.0797
0.29,0.789,0.649,2.17E-06,0.973,0.687314944,0.0997
0.125,0.811,0.522,6.05E-05,0.638,0.660966625,0.3
0.776,0.62,0.314,7.10E-05,0.355,0.550325042,0.124
0.783,0.585,0.611,0.00015,0.744,0.306028163,0.0764
0.0304,0.945,0.652,0,0.541,0.447391656,0.317
0.00571,0.845,0.664,0.000147,0.678,0.525175868,0.0485
0.0416,0.701,0.674,0.000138,0.88,0.406637181,0.0874
0.483,0.652,0.529,0,0.928,0.321826477,0.27
0.0317,0.58,0.801,0.000177,0.968,0.438102395,0.0982
0.439,0.491,0.5,5.63E-06,0.406,0.397113841,0.114
0.739,0.774,0.819,0,0.836,0.476265569,0.0652
0.000144,0.285,0.979,0,0.108,0.750286439,0.334
0.805,0.664,0.298,0.924,0.23,0.473875494,0.107
0.0348,0.619,0.652,4.14E-05,0.668,0.507923797,0.0945
0.612,0.423,0.259,0,0.4,0.298681352,0.0945
0.674,0.53,0.416,0.00184,0.435,0.475674211,0.0543
0.000128,0.539,0.558,0.774,0.443,0.447691442,0.345
0.993,0.587,0.0106,0.865,0.297,0.420710698,0.0848
0.827,0.483,0.0417,0.000469,0.112,0.466282283,0.159
0.00486,0.79,0.692,0.139,0.892,0.492872895,0.316
0.115,0.608,0.411,3.85E-06,0.603,0.339123721,0.293
0.133,0.613,0.801,0,0.691,0.612951578,0.545
0.106,0.831,0.595,0.12,0.644,0.533647903,0.179
4.25E-06,0.294,0.892,0.701,0.234,0.5705914,0.106
0.506,0.705,0.803,0,0.938,0.648782171,0.339
0.738,0.817,0.37,0,0.811,0.500318266,0.162
0.693,0.629,0.579,0,0.826,0.451510634,0.363
0.499,0.688,0.336,0,0.939,0.426866579,0.0605
0.0415,0.497,0.932,1.06E-05,0.502,0.52557832,0.31
0.884,0.83,0.382,0.301,0.54,0.497398432,0.11
0.51,0.448,0.366,5.23E-06,0.353,0.751584143,0.0594
0.654,0.387,0.271,0,0.145,0.436447412,0.118
0.0472,0.115,0.604,0.948,0.185,0.622339399,0.115
0.00681,0.267,0.936,0.253,0.113,0.547360035,0.721
0.123,0.65,0.872,0.000185,0.603,0.400136341,0.255
0.987,0.211,0.0117,0.568,0.0672,0.371434907,0.0991
0.00428,0.619,0.956,3.47E-05,0.742,0.579946367,0.0604
0.108,0.374,0.295,0.0141,0.126,0.383442776,0.0983
0.934,0.219,0.111,0.906,0.162,0.308533225,0.104
0.0568,0.743,0.444,0.00102,0.764,0.520128785,0.163
0.989,0.206,0.0222,0.904,0.0951,0.327559372,0.1
0.866,0.582,0.629,0.00119,0.589,0.565030985,0.0569
0.258,0.559,0.273,0.0669,0.55,0.320951759,0.0727
0.912,0.386,0.38,0,0.81,0.742298989,0.142
0.778,0.617,0.513,0,0.701,0.450147224,0.155
0.483,0.372,0.273,4.41E-05,0.499,0.568365591,0.0588
0.842,0.697,0.627,0.223,0.971,0.453301137,0.633
0.774,0.729,0.616,0,0.957,0.354039104,0.0355
0.193,0.862,0.42,9.75E-06,0.672,0.379147211,0.108
0.28,0.703,0.536,0,0.652,0.455617292,0.17
0.000363,0.332,0.474,0,0.287,0.392066758,0.186
0.843,0.563,0.211,0.00827,0.45,0.331115738,0.09
0.164,0.511,0.89,0.157,0.106,0.524485949,0.674
0.868,0.404,0.168,0.00206,0.208,0.684292443,0.0932
0.662,0.647,0.547,1.28E-05,0.677,0.433383845,0.283
0.169,0.649,0.58,0.621,0.848,0.706916023,0.0715
0.338,0.755,0.694,0,0.427,0.517939936,0.0991
0.793,0.367,0.387,0.878,0.189,0.459654137,0.183
0.0614,0.479,0.978,0.000634,0.941,0.785657086,0.173
0.957,0.73,0.156,0.00182,0.481,0.599600833,0.14
0.334,0.4,0.496,0.182,0.397,0.691162882,0.218
0.904,0.228,0.181,0.00461,0.0875,0.337230552,0.113
0.493,0.765,0.601,2.10E-06,0.957,0.648925904,0.311
0.285,0.658,0.524,0,0.66,0.45995803,0.123
0.407,0.678,0.472,0,0.702,0.615912479,0.0995
0.0117,0.548,0.933,0.0163,0.419,0.496844033,0.279
0.618,0.663,0.509,0,0.716,0.400066528,0.146
0.000576,0.639,0.676,0.434,0.231,0.418698436,0.26
0.0613,0.657,0.95,2.82E-06,0.858,0.469366384,0.0974
0.00136,0.887,0.393,0.587,0.337,0.502917781,0.0788
0.603,0.585,0.481,0.000282,0.746,0.396136456,0.0765
0.974,0.432,0.181,0.888,0.104,0.312331884,0.101
0.578,0.354,0.592,0.142,0.284,0.315029958,0.0962
0.0368,0.626,0.827,0.00629,0.743,0.519656519,0.292
0.679,0.452,0.608,0.00764,0.889,0.781747547,0.0663
0.0672,0.857,0.858,0,0.672,0.454652228,0.138
0.253,0.562,0.538,0.000334,0.325,0.424669517,0.116
0.158,0.748,0.498,0.682,0.633,0.4549438,0.133
0.803,0.578,0.124,2.05E-06,0.32,0.376781776,0.867
0.242,0.816,0.743,0,0.568,0.435067575,0.706
0.543,0.498,0.694,0,0.862,0.807221148,0.049
0.995,0.505,0.0649,0.919,0.549,0.441346655,0.087
0.000869,0.587,0.968,0.000606,0.845,0.407507792,0.329
0.8,0.556,0.435,5.30E-05,0.593,0.469230864,0.107
0.424,0.694,0.574,0,0.578,0.324060499,0.278
0.00398,0.537,0.915,0.00664,0.847,0.589116535,0.0867
0.839,0.371,0.195,0.000727,0.119,0.656506794,0.105
0.309,0.331,0.55,0.1,0.228,0.567010394,0.0875
0.484,0.688,0.501,4.42E-06,0.875,0.39761896,0.0969
0.175,0.514,0.719,4.09E-05,0.438,0.540579942,0.197
0.793,0.275,0.338,0.00352,0.158,0.306122617,0.114
0.585,0.598,0.156,0.0266,0.159,0.485657496,0.0921
0.804,0.455,0.308,0,0.572,0.704074216,0.385
0.845,0.183,0.408,0.0383,0.132,0.415195456,0.11
0.324,0.79,0.748,0,0.934,0.391491826,0.0741
0.568,0.593,0.561,0,0.526,0.443679237,0.301
0.669,0.494,0.345,1.50E-05,0.527,0.421006378,0.0633
0.582,0.468,0.715,0,0.5,0.627899814,0.135
0.000294,0.435,0.716,0.00367,0.449,0.441650548,0.441
0.605,0.627,0.571,8.66E-06,0.566,0.484187313,0.202
0.97,0.528,0.151,0.133,0.396,0.306865922,0.292
0.454,0.665,0.577,0,0.967,0.501636503,0.17
0.733,0.453,0.276,0.000228,0.597,0.670711725,0.126
0.214,0.635,0.652,0.000954,0.59,0.452968498,0.179
0.271,0.543,0.849,7.76E-05,0.2,0.502519435,0.0708
0.0673,0.595,0.939,0.000134,0.773,0.438311835,0.232
0.958,0.454,0.0932,0.179,0.297,0.430562571,0.296
0.648,0.67,0.614,0.000531,0.897,0.40056754,0.0532
0.809,0.427,0.397,1.06E-06,0.294,0.547039715,0.0995
0.987,0.315,0.116,0.952,0.0742,0.333990399,0.116
0.507,0.215,0.782,0.0595,0.361,0.700907982,0.34
0.646,0.316,0.274,0.599,0.134,0.697778709,0.0855
0.844,0.58,0.0921,0,0.317,0.450290957,0.256
0.326,0.54,0.885,4.33E-05,0.813,0.725457584,0.0793
0.492,0.477,0.366,0.0153,0.56,0.577474159,0.0813
0.727,0.498,0.246,0.000374,0.152,0.621152575,0.0781
0.000661,0.571,0.934,1.14E-06,0.474,0.495784515,0.105
0.158,0.59,0.559,3.96E-06,0.311,0.469501903,0.361
0.688,0.813,0.393,0,0.891,0.499086269,0.0658
0.0167,0.801,0.871,0,0.628,0.420394486,0.0896
0.061,0.64,0.591,0.577,0.896,0.393504088,0.107
0.176,0.692,0.659,7.23E-06,0.733,0.552205891,0.236
0.375,0.168,0.451,0,0.365,0.393187876,0.102
0.739,0.619,0.223,0,0.431,0.508806728,0.564
0.576,0.525,0.607,1.15E-06,0.571,0.303999474,0.0539
0.382,0.793,0.878,2.06E-05,0.955,0.388066873,0.216
0.551,0.833,0.616,0.000355,0.933,0.538809973,0.065
0.144,0.602,0.794,1.96E-06,0.401,0.498478483,0.0618
0.00582,0.55,0.823,0.000242,0.357,0.426221833,0.172
0.0743,0.642,0.636,0,0.604,0.640503148,0.0565
0.284,0.89,0.489,0.000157,0.961,0.369701898,0.0494
0.431,0.344,0.784,2.08E-05,0.488,0.386001224,0.434
0.153,0.287,0.685,7.51E-06,0.343,0.661545664,0.0851
0.005,0.333,0.895,0.0102,0.284,0.570402494,0.0744
0.996,0.452,0.139,0.929,0.674,0.395766857,0.224
0.0505,0.685,0.48,0,0.867,0.721724632,0.0776
0.221,0.792,0.806,0,0.809,0.377792014,0.23
0.194,0.78,0.79,0,0.776,0.451855593,0.224
0.00379,0.672,0.837,0.00016,0.911,0.512732694,0.893
0.993,0.34,0.015,0.886,0.135,0.537241229,0.0859
0.191,0.345,0.575,0.0126,0.517,0.698522014,0.0984
0.371,0.668,0.487,0.0315,0.723,0.41813993,0.108
5.22E-05,0.708,0.759,0.114,0.389,0.418924302,0.153
0.942,0.492,0.348,0.549,0.381,0.532432333,0.114
0.666,0.599,0.0732,0.00127,0.53,0.501106744,0.127
0.262,0.783,0.631,0.000525,0.948,0.426106847,0.0417
0.851,0.573,0.389,0,0.534,0.456393451,0.114
0.0755,0.565,0.579,0,0.964,0.750524626,0.0494
0.133,0.52,0.634,0,0.478,0.810305248,0.29
0.392,0.767,0.41,0,0.771,0.472684563,0.0534
0.0743,0.244,0.856,6.55E-06,0.563,0.762803533,0.609
0.687,0.426,0.482,0,0.508,0.418464356,0.564
0.956,0.303,0.0338,0.571,0.0514,0.466643669,0.285
0.802,0.623,0.55,0,0.74,0.379344331,0.231
0.941,0.491,0.134,0,0.348,0.363081965,0.119
0.427,0.788,0.736,3.88E-06,0.848,0.397060454,0.0915
0.937,0.349,0.266,0.364,0.919,0.856956884,0.0557
0.681,0.598,0.268,0,0.319,0.515262395,0.134
0.106,0.774,0.847,3.51E-06,0.688,0.359874665,0.311
0.237,0.505,0.438,0,0.346,0.246662314,0.503
0.524,0.696,0.765,0,0.792,0.480511854,0.29
0.0672,0.729,0.753,0.0145,0.468,0.488174878,0.0668
0.0357,0.643,0.816,7.28E-05,0.616,0.47251619,0.218
0.902,0.391,0.147,0,0.486,0.520728357,0.361
0.428,0.442,0.39,0,0.63,0.326356121,0.244
0.109,0.312,0.79,0.885,0.813,0.730311654,0.46
0.00331,0.482,0.967,3.90E-06,0.269,0.549138218,0.173
0.243,0.905,0.39,0,0.94,0.412308476,0.0576
0.838,0.534,0.504,0.194,0.81,0.505812975,0.379
0.898,0.318,0.0482,0.543,0.0613,0.520658544,0.0748
0.327,0.503,0.893,0,0.182,0.73566263,0.105
0.634,0.669,0.51,0,0.816,0.401290312,0.119
0.000678,0.613,0.503,0.592,0.281,0.571494865,0.353
0.116,0.737,0.792,0,0.693,0.404735798,0.15
0.538,0.731,0.794,2.39E-05,0.873,0.361398235,0.0736
0.175,0.913,0.569,1.45E-05,0.94,0.446102165,0.157
0.657,0.588,0.554,0.00182,0.164,0.46788388,0.153
0.647,0.317,0.493,1.73E-05,0.17,0.750528732,0.169
0.00274,0.463,0.898,0.00229,0.802,0.365344733,0.139
0.0324,0.523,0.87,1.57E-06,0.753,0.572406543,0.0744
0.193,0.438,0.901,0,0.44,0.373599116,0.0545
0.366,0.675,0.764,0,0.74,0.566217809,0.0433
0.4,0.526,0.412,0.624,0.388,0.393257689,0.104
0.00332,0.53,0.934,0.0254,0.431,0.57699368,0.064
0.000175,0.83,0.666,2.35E-05,0.896,0.320245414,0.177
0.097,0.232,0.328,0.803,0.277,0.533163318,0.364
0.0882,0.55,0.726,0,0.922,0.4230556,0.488
0.0681,0.685,0.836,3.47E-06,0.538,0.589732533,0.0668
0.659,0.489,0.423,0.222,0.682,0.501295651,0.173
4.50E-05,0.281,0.708,0.104,0.677,0.673931345,0.0893
0.927,0.479,0.299,0,0.481,0.698078495,0.112
0.208,0.477,0.864,9.67E-05,0.837,0.450007597,0.133
0.262,0.186,0.973,9.88E-06,0.21,0.539614878,0.632
0.799,0.498,0.107,0,0.658,0.522153367,0.16
0.101,0.691,0.672,0,0.963,0.689811792,0.0748
0.0794,0.524,0.855,0.000349,0.942,0.722632204,0.117
0.18,0.226,0.494,2.10E-05,0.284,0.697281803,0.139
0.585,0.524,0.564,0,0.473,0.574414699,0.187
0.47,0.157,0.0944,0.89,0.039,0.550624828,0.0955
0.28,0.377,0.767,0.000301,0.753,0.709150045,0.0504
0.152,0.453,0.343,0,0.765,0.390021642,0.0708
0.603,0.599,0.741,2.70E-06,0.848,0.59784729,0.122
0.901,0.285,0.296,1.75E-05,0.27,0.385151146,0.0807
0.474,0.463,0.566,1.00E-05,0.812,0.807327921,0.0689
0.0183,0.713,0.541,0.000661,0.577,0.342240675,0.97
6.26E-05,0.317,0.931,0.653,0.248,0.464081115,0.878
0.268,0.302,0.42,0.0046,0.338,0.458208594,0.0953
0.539,0.48,0.523,1.40E-05,0.904,0.818461071,0.118
0.236,0.554,0.539,9.97E-05,0.803,0.386600796,0.278
0.731,0.311,0.314,0,0.565,0.451662581,0.335
0.0979,0.656,0.504,0,0.64,0.37658055,0.157
0.791,0.496,0.119,0.153,0.254,0.44226244,0.162
0.000238,0.453,0.957,0.593,0.303,0.563610081,0.0289
0.205,0.707,0.58,4.22E-05,0.535,0.463592422,0.205
0.284,0.586,0.903,0,0.55,0.621210068,0.195
0.00455,0.388,0.888,7.84E-05,0.528,0.534284435,0.0975
0.0121,0.322,0.989,0.000535,0.0741,0.369287125,0.321
0.000353,0.485,0.956,0.0233,0.609,0.591958342,0.0699
0.321,0.558,0.524,0.000952,0.636,0.38460496,0.94
0.00601,0.659,0.818,0.299,0.39,0.492564895,0.336
0.161,0.629,0.498,0,0.33,0.488515731,0.102
0.000422,0.476,0.954,0.883,0.485,0.502137516,0.958
0.399,0.31,0.334,0,0.282,0.533138678,0.0563
0.03,0.658,0.628,1.34E-06,0.857,0.524596829,0.0697
0.0228,0.271,0.994,0,0.42,0.457087476,0.0959
0.606,0.576,0.482,0,0.646,0.389528843,0.225
0.51,0.218,0.104,0.692,0.0329,0.470590168,0.0688
0.434,0.72,0.531,1.39E-05,0.831,0.533779316,0.341
0.494,0.851,0.497,0,0.752,0.388239352,0.152
0.015,0.486,0.933,0.00609,0.504,0.38958223,0.213
0.721,0.341,0.163,1.52E-06,0.592,0.817463153,0.0856
0.99,0.366,0.0992,0.935,0.21,0.338828042,0.105
0.000386,0.266,0.986,0.747,0.302,0.353907691,0.43
0.904,0.171,0.205,0.00197,0.1,0.28675151,0.297
0.0891,0.618,0.489,1.33E-06,0.639,0.481324972,0.0853
0.00174,0.292,0.884,0.112,0.247,0.586940006,0.681
0.0372,0.76,0.612,0.00207,0.592,0.453210791,0.0744
0.00269,0.505,0.537,0.000895,0.277,0.312479723,0.0926
0.000988,0.881,0.83,0.00165,0.751,0.5386416,0.312
0.0014,0.644,0.553,0.00316,0.646,0.720673328,0.363
0.993,0.306,0.0112,0.918,0.0828,0.279125446,0.119
0.197,0.811,0.927,0,0.557,0.403672174,0.57
0.0142,0.639,0.883,0.0791,0.33,0.503981405,0.251
0.357,0.832,0.508,1.54E-05,0.961,0.455461239,0.16
0.868,0.593,0.165,1.85E-05,0.437,0.300525242,0.101
0.636,0.456,0.346,6.46E-05,0.937,0.827080946,0.114
0.00418,0.71,0.625,0.935,0.183,0.51282304,0.109
0.552,0.544,0.392,1.02E-06,0.402,0.360921863,0.113
0.796,0.791,0.248,0,0.864,0.335624849,0.0713
0.834,0.577,0.0846,0.00114,0.433,0.344523977,0.12
0.0546,0.552,0.513,0.000848,0.326,0.549220351,0.178
0.736,0.675,0.588,1.03E-05,0.732,0.348840074,0.135
0.39,0.517,0.664,0,0.699,0.384223041,0.807
0.992,0.291,0.0522,0.92,0.11,0.566497062,0.0829
0.505,0.338,0.332,0,0.674,0.404604385,0.167
0.361,0.722,0.652,0,0.701,0.632536231,0.323
2.95E-05,0.293,0.831,0.102,0.553,0.585839421,0.137
0.00698,0.534,0.57,0.0237,0.644,0.399844768,0.156
0.0389,0.601,0.869,1.82E-05,0.396,0.41970046,0.0701
0.568,0.73,0.481,2.44E-05,0.812,0.406144382,0.0751
0.214,0.688,0.556,0.000113,0.478,0.451752927,0.148
0.0663,0.811,0.955,0,0.706,0.420842111,0.462
0.153,0.683,0.476,1.49E-06,0.794,0.400259541,0.124
0.000963,0.644,0.523,0.855,0.933,0.551027281,0.0565
0.45,0.271,0.284,1.75E-06,0.354,0.708152127,0.666
0.24,0.481,0.824,0.0644,0.54,0.467292521,0.519
0.661,0.517,0.352,0,0.312,0.437100371,0.663
0.0823,0.235,0.98,1.13E-05,0.362,0.690070511,0.392
0.462,0.863,0.447,0.197,0.976,0.453695376,0.0935
0.05,0.449,0.618,8.46E-05,0.512,0.389799883,0.325
0.0586,0.684,0.711,7.99E-05,0.41,0.404514039,0.164
0.051,0.843,0.539,0,0.327,0.402267697,0.435
0.589,0.57,0.474,3.17E-06,0.331,0.574698058,0.146
0.795,0.636,0.211,1.69E-05,0.162,0.329226675,0.125
0.000109,0.548,0.827,0.00505,0.774,0.49377636,0.309
0.877,0.69,0.394,0.013,0.76,0.335267569,0.114
0.000171,0.489,0.954,0.866,0.674,0.492700415,0.332
0.839,0.209,0.0797,0.888,0.208,0.711412814,0.11
0.0222,0.813,0.465,0.0708,0.632,0.390083242,0.344
0.0455,0.449,0.66,0.00678,0.498,0.306426509,0.131
0.00608,0.692,0.805,0.00374,0.894,0.457896488,0.321
0.846,0.615,0.558,0,0.812,0.44878792,0.113
0.81,0.69,0.164,0.0255,0.743,0.347271331,0.103
0.000303,0.339,0.599,0.476,0.96,0.8110157,0.144
0.703,0.261,0.626,8.18E-05,0.358,0.691347682,0.336
0.0531,0.772,0.591,0,0.637,0.393758701,0.0762
0.273,0.513,0.347,0.0417,0.52,0.323649833,0.0805
0.406,0.779,0.747,0,0.869,0.407014993,0.189
0.724,0.483,0.438,0,0.512,0.358219682,0.309
0.748,0.355,0.239,0,0.157,0.355496967,0.147
0.0128,0.377,0.84,2.71E-05,0.311,0.617431942,0.102
0.0307,0.852,0.867,0.0149,0.782,0.429289507,0.114
0.429,0.929,0.738,2.44E-06,0.716,0.526580345,0.206
0.901,0.257,0.284,0.037,0.141,0.740348327,0.0981
0.0147,0.691,0.837,4.47E-05,0.64,0.444237743,0.162
0.024,0.368,0.891,0.000611,0.527,0.584032492,0.194
0.0115,0.535,0.725,0.0978,0.524,0.408977976,0.0824
0.749,0.6,0.534,0,0.972,0.65042894,0.23
0.159,0.677,0.827,0.295,0.321,0.433006033,0.224
0.27,0.476,0.453,0.000253,0.41,0.723046976,0.107
0.324,0.635,0.316,0,0.914,0.535196113,0.17
0.22,0.542,0.795,0,0.724,0.3621169,0.979
0.373,0.594,0.909,0.365,0.351,0.400004928,0.394
0.966,0.567,0.125,0.189,0.323,0.401306739,0.114
0.0295,0.784,0.561,0.000776,0.606,0.809590689,0.0844
0.000591,0.411,0.881,0.00246,0.345,0.347127598,0.468
0.000131,0.318,0.879,0.272,0.309,0.392005158,0.0756
0.991,0.334,0.0115,0.000212,0.131,0.406316862,0.0791
0.0158,0.206,0.733,0.00731,0.299,0.707909834,0.226
0.886,0.378,0.259,0,0.826,0.759444287,0.293
0.0672,0.746,0.497,1.50E-05,0.939,0.402542843,0.0402
0.131,0.529,0.563,0.00292,0.222,0.508211263,0.355
0.46,0.5,0.333,0,0.388,0.574316139,0.709
0.00382,0.733,0.886,1.27E-05,0.612,0.395865417,0.0848
0.0843,0.607,0.813,6.54E-05,0.765,0.386366716,0.248
0.000132,0.585,0.892,0.000166,0.652,0.673758865,0.0832
0.346,0.653,0.661,0,0.782,0.403906253,0.0569
0.467,0.914,0.806,0.203,0.76,0.476947275,0.0774
0.893,0.658,0.472,0.0061,0.898,0.350634684,0.323
0.929,0.475,0.144,4.98E-06,0.113,0.564156267,0.15
0.0197,0.557,0.855,0.758,0.601,0.521935714,0.952
0.985,0.582,0.465,0.176,0.941,0.474939119,0.271
0.0155,0.584,0.602,0.00046,0.203,0.510083899,0.0947
0.144,0.876,0.444,0.000112,0.804,0.425794741,0.44
0.236,0.793,0.442,0.00176,0.83,0.476351809,0.0662
0.114,0.343,0.841,0.747,0.508,0.553910155,0.384
0.799,0.425,0.181,0.0338,0.196,0.418086544,0.114
0.768,0.328,0.161,0,0.276,0.598479715,0.188
0.301,0.671,0.489,0,0.8,0.502396235,0.127
0.386,0.711,0.298,0.624,0.217,0.708205514,0.173
0.772,0.211,0.262,0,0.181,0.712369665,0.108
0.000301,0.769,0.707,0.0245,0.93,0.484396752,0.0478
0.00138,0.783,0.779,0.00112,0.74,0.583063321,0.0953
0.264,0.445,0.706,0.801,0.963,0.749128362,0.159
0.102,0.734,0.303,2.24E-06,0.688,0.395516351,0.0939
0.491,0.637,0.458,0.00402,0.55,0.303909128,0.111
0.0222,0.624,0.693,2.85E-05,0.781,0.495648996,0.18
0.312,0.712,0.668,0,0.749,0.369287125,0.57
0.0534,0.646,0.562,8.54E-06,0.964,0.490043407,0.0513
0.339,0.53,0.488,3.37E-06,0.14,0.509410407,0.0328
0.00967,0.334,0.876,0.0122,0.732,0.409741814,0.0611
0.798,0.506,0.28,0,0.886,0.754458804,0.134
0.422,0.639,0.523,0,0.731,0.373845516,0.651
0.0439,0.533,0.491,0.936,0.274,0.491094712,0.0915
0.857,0.477,0.231,0.497,0.246,0.403380601,0.0638
0.769,0.207,0.247,0,0.192,0.592414181,0.124
0.0881,0.884,0.643,1.77E-05,0.162,0.402793349,0.162
0.605,0.73,0.149,0,0.922,0.370133097,0.841
0.0493,0.539,0.464,0.119,0.0649,0.392148891,0.106
0.00356,0.481,0.715,0.00263,0.736,0.597740517,0.0569
0.00432,0.562,0.923,0.00197,0.793,0.467555347,0.0513
0.00359,0.566,0.965,0.0572,0.791,0.44374905,0.0982
0.969,0.357,0.39,1.18E-05,0.229,0.602233201,0.0884
8.31E-05,0.452,0.813,0.0381,0.539,0.434307843,0.274
0.00386,0.64,0.94,0,0.601,0.558452118,0.104
0.243,0.435,0.448,0.0119,0.395,0.62362889,0.0847
0.297,0.782,0.425,6.34E-05,0.679,0.411006665,0.152
0.899,0.554,0.463,0,0.639,0.320368614,0.141
0.431,0.699,0.696,9.00E-06,0.897,0.667110186,0.165
0.00332,0.774,0.666,0.00171,0.796,0.324261726,0.088
0.0953,0.66,0.816,8.64E-05,0.722,0.362700046,0.155
0.0902,0.564,0.862,0,0.721,0.369500671,0.0829
0.888,0.146,0.138,0.88,0.0435,0.420866751,0.104
0.795,0.495,0.25,0,0.39,0.328536757,0.255
0.0119,0.72,0.403,0.0648,0.504,0.405746036,0.155
0.782,0.614,0.352,1.25E-05,0.269,0.525980773,0.109
0.276,0.634,0.456,0,0.423,0.378605133,0.109
0.000752,0.548,0.949,0.00016,0.686,0.347373997,0.355
0.000358,0.417,0.586,0.0457,0.966,0.754409524,0.0957
0.247,0.413,0.346,0,0.394,0.340306439,0.312
0.11,0.466,0.496,0.707,0.269,0.376054898,0.399
9.09E-05,0.247,0.907,0.0102,0.19,0.475292291,0.986
0.25,0.514,0.619,0,0.46,0.706497144,0.133
0.489,0.498,0.694,0.000854,0.609,0.323941406,0.365
0.691,0.607,0.229,0,0.961,0.630252929,0.594
0.589,0.712,0.655,4.51E-06,0.971,0.587289072,0.247
0.0567,0.473,0.507,0.000306,0.663,0.551318853,0.111
0.000263,0.6,0.883,0.85,0.751,0.523512671,0.324
0.976,0.24,0.128,0.164,0.0547,0.332446295,0.145
0.0802,0.722,0.418,0.024,0.718,0.686255426,0.122
0.925,0.398,0.0977,2.82E-06,0.172,0.55462882,0.16
0.743,0.66,0.445,0.000186,0.409,0.431133397,0.07
0.41,0.718,0.554,0.00033,0.926,0.35263052,0.0644
0.0591,0.752,0.376,0.000447,0.289,0.370671069,0.177
0.407,0.633,0.533,0.000317,0.221,0.406390781,0.149
0.235,0.786,0.651,1.10E-05,0.869,0.374354741,0.964
0.715,0.49,0.527,1.56E-06,0.977,0.811615272,0.089
0.401,0.488,0.43,0,0.236,0.51134875,0.109
0.27,0.694,0.568,0,0.483,0.537126243,0.225
0.0167,0.876,0.606,7.33E-06,0.688,0.590870078,0.114
0.0363,0.808,0.765,0.000117,0.94,0.439235833,0.0171
0.00804,0.643,0.577,6.57E-06,0.919,0.509106514,0.0652
0.601,0.544,0.301,0.000113,0.356,0.582061296,0.151
0.0277,0.566,0.887,0.906,0.527,0.508958675,0.127
0.17,0.579,0.637,2.13E-06,0.531,0.324302792,0.12
0.0481,0.338,0.425,0.123,0.51,0.618930873,0.305
0.486,0.501,0.549,0,0.615,0.736097936,0.244
0.524,0.413,0.431,0.964,0.968,0.517180204,0.112
0.0793,0.516,0.744,0.00305,0.386,0.482363957,0.527
0.0225,0.751,0.884,0.00299,0.987,0.5161289,0.0845
0.704,0.37,0.461,0,0.642,0.66328278,0.202
0.155,0.768,0.48,0,0.788,0.766639152,0.161
0.948,0.367,0.299,2.13E-05,0.102,0.450229357,0.113
0.108,0.488,0.44,2.73E-05,0.0973,0.385602878,0.0944
0.375,0.54,0.624,0,0.321,0.501242264,0.0889
0.672,0.721,0.691,0.0113,0.833,0.590044639,0.0868
0.0961,0.95,0.554,0,0.909,0.560714887,0.226
0.175,0.855,0.698,0,0.533,0.38145926,0.651
0.00019,0.528,0.775,0,0.504,0.356289552,0.426
0.192,0.496,0.893,0.00011,0.575,0.613542937,0.608
0.394,0.332,0.37,0,0.366,0.717194988,0.143
0.858,0.113,0.271,0.723,0.0535,0.381138941,0.237
0.162,0.553,0.785,3.84E-05,0.567,0.691959574,0.0366
0.00905,0.494,0.923,0.00125,0.617,0.55777452,0.0618
0.194,0.498,0.513,0.869,0.383,0.540571729,0.217
0.141,0.898,0.539,0.0599,0.524,0.517582657,0.0594
0.0011,0.6,0.7,0,0.56,0.492605962,0.334
0.00153,0.301,0.859,0.791,0.352,0.722500791,0.337
0.937,0.545,0.275,0.000542,0.499,0.506042947,0.103
0.00257,0.863,0.661,0.108,0.512,0.394842859,0.0856
0.000644,0.544,0.952,0.000135,0.302,0.461317334,0.0765
